Kind,Identifier,Term
2,6522,"Object, Abrader"
1,9935,"Object, Accelerator Magnet"
2,9935,"Object, Accelerator Magnet"
1,9936,"Object, Accelerator Magnet, Bending Magnet"
2,9936,"Object, Accelerator Magnet, Bending Magnet"
1,9937,"Object, Accelerator Magnet, Quadruple Magnet"
2,9937,"Object, Accelerator Magnet, Quadruple Magnet"
1,9938,"Object, Accelerator Magnet, Sextuple Magnet"
2,9938,"Object, Accelerator Magnet, Sextuple Magnet"
1,2870,"Object, Accessory Box"
2,2870,"Object, Accessory Box"
1,2871,"Object, Accessory Box, Bandbox"
2,2871,"Object, Accessory Box, Bandbox"
1,2872,"Object, Accessory Box, Collar Box"
2,2872,"Object, Accessory Box, Collar Box"
1,2873,"Object, Accessory Box, Glove Box"
2,2873,"Object, Accessory Box, Glove Box"
1,2874,"Object, Accessory Box, Handkerchief Box"
2,2874,"Object, Accessory Box, Handkerchief Box"
1,2879,"Object, Accessory Box, Hatbox"
2,2879,"Object, Accessory Box, Hatbox"
1,2875,"Object, Accessory Box, Jewelry Box"
2,2875,"Object, Accessory Box, Jewelry Box"
1,2876,"Object, Accessory Box, Shoe Box"
2,2876,"Object, Accessory Box, Shoe Box"
1,2877,"Object, Accessory Box, Trinket Box"
2,2877,"Object, Accessory Box, Trinket Box"
1,2878,"Object, Accessory Box, Trinket Box, Bride's Box"
2,2878,"Object, Accessory Box, Trinket Box, Bride's Box"
1,13932,"Object, Achievement Symbols"
2,13932,"Object, Achievement Symbols"
1,7687,"Object, Acoustical"
2,7687,"Object, Acoustical"
1,7725,"Object, Acoustical, Acoustical Tonometer"
2,7725,"Object, Acoustical, Acoustical Tonometer"
1,7701,"Object, Acoustical, Audio Masker"
2,7701,"Object, Acoustical, Audio Masker"
1,7704,"Object, Acoustical, Audio Oscillator"
2,7704,"Object, Acoustical, Audio Oscillator"
1,7693,"Object, Acoustical, Audiometer"
2,7693,"Object, Acoustical, Audiometer"
1,7690,"Object, Acoustical, Clang Analyzer"
2,7690,"Object, Acoustical, Clang Analyzer"
1,7733,"Object, Acoustical, Galton Whistle"
2,7733,"Object, Acoustical, Galton Whistle"
1,7699,"Object, Acoustical, Harmonometer"
2,7699,"Object, Acoustical, Harmonometer"
1,7703,"Object, Acoustical, Laboratory Organ"
2,7703,"Object, Acoustical, Laboratory Organ"
1,7700,"Object, Acoustical, Logograph"
2,7700,"Object, Acoustical, Logograph"
1,7702,"Object, Acoustical, Opeidoscope"
2,7702,"Object, Acoustical, Opeidoscope"
1,7707,"Object, Acoustical, Phonelescope"
2,7707,"Object, Acoustical, Phonelescope"
1,7710,"Object, Acoustical, Phono-Projectoscope"
2,7710,"Object, Acoustical, Phono-Projectoscope"
1,7708,"Object, Acoustical, Phonodeik"
2,7708,"Object, Acoustical, Phonodeik"
1,7709,"Object, Acoustical, Phonometer"
2,7709,"Object, Acoustical, Phonometer"
1,7711,"Object, Acoustical, Phonorganon"
2,7711,"Object, Acoustical, Phonorganon"
1,7712,"Object, Acoustical, Phonoscope"
2,7712,"Object, Acoustical, Phonoscope"
1,7713,"Object, Acoustical, Photophone"
2,7713,"Object, Acoustical, Photophone"
1,7714,"Object, Acoustical, Pseudophone"
2,7714,"Object, Acoustical, Pseudophone"
1,7729,"Object, Acoustical, Quincke's Tube"
2,7729,"Object, Acoustical, Quincke's Tube"
1,7718,"Object, Acoustical, Resonator"
2,7718,"Object, Acoustical, Resonator"
1,7719,"Object, Acoustical, Reverberator"
2,7719,"Object, Acoustical, Reverberator"
1,7732,"Object, Acoustical, Savart Wheel"
2,7732,"Object, Acoustical, Savart Wheel"
1,7720,"Object, Acoustical, Sonometer"
2,7720,"Object, Acoustical, Sonometer"
1,7688,"Object, Acoustical, Sound Amplifier"
2,7688,"Object, Acoustical, Sound Amplifier"
1,7689,"Object, Acoustical, Sound Amplifier, Funnel Horn"
2,7689,"Object, Acoustical, Sound Amplifier, Funnel Horn"
1,7691,"Object, Acoustical, Sound Analyzer"
2,7691,"Object, Acoustical, Sound Analyzer"
1,7694,"Object, Acoustical, Sound Cage"
2,7694,"Object, Acoustical, Sound Cage"
1,7695,"Object, Acoustical, Sound Controller"
2,7695,"Object, Acoustical, Sound Controller"
1,7697,"Object, Acoustical, Sound Generator"
2,7697,"Object, Acoustical, Sound Generator"
1,7698,"Object, Acoustical, Sound Generator, Sound Measurer"
2,7698,"Object, Acoustical, Sound Generator, Sound Measurer"
1,7705,"Object, Acoustical, Sound Pendulum"
2,7705,"Object, Acoustical, Sound Pendulum"
1,7706,"Object, Acoustical, Sound Perimeter"
2,7706,"Object, Acoustical, Sound Perimeter"
1,7715,"Object, Acoustical, Sound Receiver"
2,7715,"Object, Acoustical, Sound Receiver"
1,7716,"Object, Acoustical, Sound Recorder"
2,7716,"Object, Acoustical, Sound Recorder"
1,7717,"Object, Acoustical, Sound Reproducer"
2,7717,"Object, Acoustical, Sound Reproducer"
1,7721,"Object, Acoustical, Sound Spectrogram"
2,7721,"Object, Acoustical, Sound Spectrogram"
1,7722,"Object, Acoustical, Sound Spectrograph"
2,7722,"Object, Acoustical, Sound Spectrograph"
1,7723,"Object, Acoustical, Sound Stimulator"
2,7723,"Object, Acoustical, Sound Stimulator"
1,7728,"Object, Acoustical, Sound Transmitter"
2,7728,"Object, Acoustical, Sound Transmitter"
1,7730,"Object, Acoustical, Stern Variator"
2,7730,"Object, Acoustical, Stern Variator"
1,7724,"Object, Acoustical, Strobilion"
2,7724,"Object, Acoustical, Strobilion"
1,7692,"Object, Acoustical, Tone Difference Apparatus"
2,7692,"Object, Acoustical, Tone Difference Apparatus"
1,7726,"Object, Acoustical, Tonoscope"
2,7726,"Object, Acoustical, Tonoscope"
1,7727,"Object, Acoustical, Topophone"
2,7727,"Object, Acoustical, Topophone"
1,7696,"Object, Acoustical, Tuning Fork"
2,7696,"Object, Acoustical, Tuning Fork"
1,7731,"Object, Acoustical, Vibroscope"
2,7731,"Object, Acoustical, Vibroscope"
1,14738,"Object, Activity Book"
2,14738,"Object, Activity Book"
1,14739,"Object, Activity Book, Coloring Book"
2,14739,"Object, Activity Book, Coloring Book"
1,14740,"Object, Activity Book, Sticker Book"
2,14740,"Object, Activity Book, Sticker Book"
1,14742,"Object, Activity Card"
2,14742,"Object, Activity Card"
1,14743,"Object, Activity Card, Sewing Card"
2,14743,"Object, Activity Card, Sewing Card"
1,14796,"Object, Activity Set"
2,14796,"Object, Activity Set"
1,8763,"Object, Actuator"
2,8763,"Object, Actuator"
1,6613,"Object, Adhesive Tape"
2,6613,"Object, Adhesive Tape"
1,6614,"Object, Adhesive Tape, Duct Tape"
2,6614,"Object, Adhesive Tape, Duct Tape"
1,6615,"Object, Adhesive Tape, Masking Tape"
2,6615,"Object, Adhesive Tape, Masking Tape"
1,6616,"Object, Adhesive Tape, Packaging Tape"
2,6616,"Object, Adhesive Tape, Packaging Tape"
1,6617,"Object, Adhesive Tape, Transparent Tape"
2,6617,"Object, Adhesive Tape, Transparent Tape"
1,12885,"Object, Advertising Sign"
2,12885,"Object, Advertising Sign"
1,12886,"Object, Advertising Sign, Billboard"
2,12886,"Object, Advertising Sign, Billboard"
1,12888,"Object, Advertising Sign, Marquee"
2,12888,"Object, Advertising Sign, Marquee"
1,12887,"Object, Advertising Sign, Sandwich Board"
2,12887,"Object, Advertising Sign, Sandwich Board"
1,12889,"Object, Advertising Sign, Trade Sign"
2,12889,"Object, Advertising Sign, Trade Sign"
1,12890,"Object, Advertising Sign, Yard Sign"
2,12890,"Object, Advertising Sign, Yard Sign"
1,11415,"Object, Aerial Marker Panel"
2,11415,"Object, Aerial Marker Panel"
1,13028,"Object, Afikomen Bag"
2,13028,"Object, Afikomen Bag"
1,3288,"Object, Agricultural, Apple Barrow"
2,3288,"Object, Agricultural, Apple Barrow"
1,3284,"Object, Agricultural, Baler"
2,3284,"Object, Agricultural, Baler"
1,3285,"Object, Agricultural, Baler, Cotton Baler"
2,3285,"Object, Agricultural, Baler, Cotton Baler"
1,3286,"Object, Agricultural, Baler, Hay Baler"
2,3286,"Object, Agricultural, Baler, Hay Baler"
1,3287,"Object, Agricultural, Baler, Tobacco Baler"
2,3287,"Object, Agricultural, Baler, Tobacco Baler"
1,3456,"Object, Agricultural, Baling Wire"
2,3456,"Object, Agricultural, Baling Wire"
1,3428,"Object, Agricultural, Band Cutter Shears"
2,3428,"Object, Agricultural, Band Cutter Shears"
1,3380,"Object, Agricultural, Band-Cutter Knife"
2,3380,"Object, Agricultural, Band-Cutter Knife"
1,3289,"Object, Agricultural, Barley Bearder"
2,3289,"Object, Agricultural, Barley Bearder"
1,3291,"Object, Agricultural, Binder Belt"
2,3291,"Object, Agricultural, Binder Belt"
1,3458,"Object, Agricultural, Broadcaster"
2,3458,"Object, Agricultural, Broadcaster"
1,3459,"Object, Agricultural, Broadcaster, Centrifugal Seeder"
2,3459,"Object, Agricultural, Broadcaster, Centrifugal Seeder"
1,3460,"Object, Agricultural, Broadcaster, Centrifugal Seeder, Hand Centrifugal Seeder"
2,3460,"Object, Agricultural, Broadcaster, Centrifugal Seeder, Hand Centrifugal Seeder"
1,3461,"Object, Agricultural, Broadcaster, Seedbox Seeder"
2,3461,"Object, Agricultural, Broadcaster, Seedbox Seeder"
1,3462,"Object, Agricultural, Broadcaster, Seedbox Seeder, Hand Seedbox Seeder"
2,3462,"Object, Agricultural, Broadcaster, Seedbox Seeder, Hand Seedbox Seeder"
1,3497,"Object, Agricultural, Compost Sifter"
2,3497,"Object, Agricultural, Compost Sifter"
1,3448,"Object, Agricultural, Corn Shock Tier"
2,3448,"Object, Agricultural, Corn Shock Tier"
1,3321,"Object, Agricultural, Cornhusker"
2,3321,"Object, Agricultural, Cornhusker"
1,3323,"Object, Agricultural, Cornhusker, Corn Husker-Shredder"
2,3323,"Object, Agricultural, Cornhusker, Corn Husker-Shredder"
1,3322,"Object, Agricultural, Cornhusker, Hand Cornhusker"
2,3322,"Object, Agricultural, Cornhusker, Hand Cornhusker"
1,3423,"Object, Agricultural, Cotton Scraper"
2,3423,"Object, Agricultural, Cotton Scraper"
1,3299,"Object, Agricultural, Cottonseed Cleaner"
2,3299,"Object, Agricultural, Cottonseed Cleaner"
1,3301,"Object, Agricultural, Crop Container"
2,3301,"Object, Agricultural, Crop Container"
1,3313,"Object, Agricultural, Crop Container, Field Box"
2,3313,"Object, Agricultural, Crop Container, Field Box"
1,3304,"Object, Agricultural, Crop Container, Gathering Basket"
2,3304,"Object, Agricultural, Crop Container, Gathering Basket"
1,3305,"Object, Agricultural, Crop Container, Gathering Basket, Cotton Basket"
2,3305,"Object, Agricultural, Crop Container, Gathering Basket, Cotton Basket"
1,3306,"Object, Agricultural, Crop Container, Gathering Basket, Egg Gathering Basket"
2,3306,"Object, Agricultural, Crop Container, Gathering Basket, Egg Gathering Basket"
1,3307,"Object, Agricultural, Crop Container, Gathering Basket, Fruit Picking Basket"
2,3307,"Object, Agricultural, Crop Container, Gathering Basket, Fruit Picking Basket"
1,3312,"Object, Agricultural, Crop Container, Gathering Bowl"
2,3312,"Object, Agricultural, Crop Container, Gathering Bowl"
1,3308,"Object, Agricultural, Crop Container, Grain Bin"
2,3308,"Object, Agricultural, Crop Container, Grain Bin"
1,3309,"Object, Agricultural, Crop Container, Grain Bin, Chaser Bin"
2,3309,"Object, Agricultural, Crop Container, Grain Bin, Chaser Bin"
1,3310,"Object, Agricultural, Crop Container, Grain Bin, Corn Bin"
2,3310,"Object, Agricultural, Crop Container, Grain Bin, Corn Bin"
1,3311,"Object, Agricultural, Crop Container, Grain Bin, Rice Bin"
2,3311,"Object, Agricultural, Crop Container, Grain Bin, Rice Bin"
1,3314,"Object, Agricultural, Crop Container, Grain Chute"
2,3314,"Object, Agricultural, Crop Container, Grain Chute"
1,3315,"Object, Agricultural, Crop Container, Grain Hopper"
2,3315,"Object, Agricultural, Crop Container, Grain Hopper"
1,3302,"Object, Agricultural, Crop Container, Harvesting Bag"
2,3302,"Object, Agricultural, Crop Container, Harvesting Bag"
1,3303,"Object, Agricultural, Crop Container, Harvesting Bag, Fruit Picking Bag"
2,3303,"Object, Agricultural, Crop Container, Harvesting Bag, Fruit Picking Bag"
1,3316,"Object, Agricultural, Crop Conveyor"
2,3316,"Object, Agricultural, Crop Conveyor"
1,3318,"Object, Agricultural, Crop Conveyor, Crop Elevator"
2,3318,"Object, Agricultural, Crop Conveyor, Crop Elevator"
1,3319,"Object, Agricultural, Crop Conveyor, Crop Elevator, Auger Elevator"
2,3319,"Object, Agricultural, Crop Conveyor, Crop Elevator, Auger Elevator"
1,3320,"Object, Agricultural, Crop Conveyor, Crop Elevator, Bale Elevator"
2,3320,"Object, Agricultural, Crop Conveyor, Crop Elevator, Bale Elevator"
1,3317,"Object, Agricultural, Crop Conveyor, Grain Derrick"
2,3317,"Object, Agricultural, Crop Conveyor, Grain Derrick"
1,3492,"Object, Agricultural, Crop Cover"
2,3492,"Object, Agricultural, Crop Cover"
1,3326,"Object, Agricultural, Crop Dryer"
2,3326,"Object, Agricultural, Crop Dryer"
1,3327,"Object, Agricultural, Crop Dryer, Grain Dryer"
2,3327,"Object, Agricultural, Crop Dryer, Grain Dryer"
1,3393,"Object, Agricultural, Crop Loader"
2,3393,"Object, Agricultural, Crop Loader"
1,3394,"Object, Agricultural, Crop Loader, Corn Shock Loader"
2,3394,"Object, Agricultural, Crop Loader, Corn Shock Loader"
1,3395,"Object, Agricultural, Crop Loader, Hay Loader"
2,3395,"Object, Agricultural, Crop Loader, Hay Loader"
1,3396,"Object, Agricultural, Crop Loader, Hay Loader, Bale Hay Loader"
2,3396,"Object, Agricultural, Crop Loader, Hay Loader, Bale Hay Loader"
1,3397,"Object, Agricultural, Crop Loader, Hay Loader, Hay Stacker"
2,3397,"Object, Agricultural, Crop Loader, Hay Loader, Hay Stacker"
1,3191,"Object, Agricultural, Cultivating Fork"
2,3191,"Object, Agricultural, Cultivating Fork"
1,3192,"Object, Agricultural, Cultivating Fork, Spading Fork"
2,3192,"Object, Agricultural, Cultivating Fork, Spading Fork"
1,3178,"Object, Agricultural, Cultivation Equipment"
2,3178,"Object, Agricultural, Cultivation Equipment"
1,3180,"Object, Agricultural, Cultivator"
2,3180,"Object, Agricultural, Cultivator"
1,3181,"Object, Agricultural, Cultivator, Field Cultivator"
2,3181,"Object, Agricultural, Cultivator, Field Cultivator"
1,3182,"Object, Agricultural, Cultivator, Garden Cultivator"
2,3182,"Object, Agricultural, Cultivator, Garden Cultivator"
1,3183,"Object, Agricultural, Cultivator, Hand Cultivator"
2,3183,"Object, Agricultural, Cultivator, Hand Cultivator"
1,3184,"Object, Agricultural, Cultivator, Rotary Cultivator"
2,3184,"Object, Agricultural, Cultivator, Rotary Cultivator"
1,3185,"Object, Agricultural, Cultivator, Row Crop Cultivator"
2,3185,"Object, Agricultural, Cultivator, Row Crop Cultivator"
1,3186,"Object, Agricultural, Cultivator, Straddle-Row Cultivator"
2,3186,"Object, Agricultural, Cultivator, Straddle-Row Cultivator"
1,3187,"Object, Agricultural, Cultivator, Walking Cultivator"
2,3187,"Object, Agricultural, Cultivator, Walking Cultivator"
1,3469,"Object, Agricultural, Dibble"
2,3469,"Object, Agricultural, Dibble"
1,3478,"Object, Agricultural, Dibbling Machine"
2,3478,"Object, Agricultural, Dibbling Machine"
1,3252,"Object, Agricultural, Digging Stick"
2,3252,"Object, Agricultural, Digging Stick"
1,3220,"Object, Agricultural, Ditching Machine"
2,3220,"Object, Agricultural, Ditching Machine"
1,3179,"Object, Agricultural, Drum Chopper"
2,3179,"Object, Agricultural, Drum Chopper"
1,3436,"Object, Agricultural, Ear Corn Slicer"
2,3436,"Object, Agricultural, Ear Corn Slicer"
1,3270,"Object, Agricultural, Ensilage Blower"
2,3270,"Object, Agricultural, Ensilage Blower"
1,3273,"Object, Agricultural, Ensilage Cutter"
2,3273,"Object, Agricultural, Ensilage Cutter"
1,3274,"Object, Agricultural, Ensilage Fork"
2,3274,"Object, Agricultural, Ensilage Fork"
1,3271,"Object, Agricultural, Feed Chopper"
2,3271,"Object, Agricultural, Feed Chopper"
1,3272,"Object, Agricultural, Feed Cooker"
2,3272,"Object, Agricultural, Feed Cooker"
1,3275,"Object, Agricultural, Feed Grinder"
2,3275,"Object, Agricultural, Feed Grinder"
1,3277,"Object, Agricultural, Feed Grinder, Alfalfa Grinder"
2,3277,"Object, Agricultural, Feed Grinder, Alfalfa Grinder"
1,3278,"Object, Agricultural, Feed Grinder, Bone Grinder"
2,3278,"Object, Agricultural, Feed Grinder, Bone Grinder"
1,3276,"Object, Agricultural, Feed Grinder, Corn Crusher"
2,3276,"Object, Agricultural, Feed Grinder, Corn Crusher"
1,3279,"Object, Agricultural, Feed Mixer"
2,3279,"Object, Agricultural, Feed Mixer"
1,3268,"Object, Agricultural, Feed Processing Equipment"
2,3268,"Object, Agricultural, Feed Processing Equipment"
