Kind,Identifier,Term
1,5988,"Object, Metalworking, Metal Furnace, Coke Oven"
2,5988,"Object, Metalworking, Metal Furnace, Coke Oven"
1,5983,"Object, Metalworking, Metal Furnace, Converter Furnace"
2,5983,"Object, Metalworking, Metal Furnace, Converter Furnace"
1,5984,"Object, Metalworking, Metal Furnace, Cupola Furnace"
2,5984,"Object, Metalworking, Metal Furnace, Cupola Furnace"
1,5985,"Object, Metalworking, Metal Furnace, Hearth Furnace"
2,5985,"Object, Metalworking, Metal Furnace, Hearth Furnace"
1,5986,"Object, Metalworking, Metal Furnace, Muffle Furnace"
2,5986,"Object, Metalworking, Metal Furnace, Muffle Furnace"
1,5987,"Object, Metalworking, Metal Furnace, Reverberatory Furnace"
2,5987,"Object, Metalworking, Metal Furnace, Reverberatory Furnace"
1,5996,"Object, Metalworking, Metal Graver"
2,5996,"Object, Metalworking, Metal Graver"
1,5997,"Object, Metalworking, Metal Grinder"
2,5997,"Object, Metalworking, Metal Grinder"
1,5998,"Object, Metalworking, Metal Grinder, Cylindrical Grinder"
2,5998,"Object, Metalworking, Metal Grinder, Cylindrical Grinder"
1,6004,"Object, Metalworking, Metal Grinder, Grindstone"
2,6004,"Object, Metalworking, Metal Grinder, Grindstone"
1,5999,"Object, Metalworking, Metal Grinder, Mower Knife Grinder"
2,5999,"Object, Metalworking, Metal Grinder, Mower Knife Grinder"
1,6000,"Object, Metalworking, Metal Grinder, Planer Knife Grinder"
2,6000,"Object, Metalworking, Metal Grinder, Planer Knife Grinder"
1,6001,"Object, Metalworking, Metal Grinder, Surface Grinder"
2,6001,"Object, Metalworking, Metal Grinder, Surface Grinder"
1,6002,"Object, Metalworking, Metal Grinder, Tool Grinder"
2,6002,"Object, Metalworking, Metal Grinder, Tool Grinder"
1,6003,"Object, Metalworking, Metal Grinder, Valve Grinder"
2,6003,"Object, Metalworking, Metal Grinder, Valve Grinder"
1,6118,"Object, Metalworking, Metal Nipper"
2,6118,"Object, Metalworking, Metal Nipper"
1,6119,"Object, Metalworking, Metal Nipper, Nail Nipper"
2,6119,"Object, Metalworking, Metal Nipper, Nail Nipper"
1,6120,"Object, Metalworking, Metal Nipper, Pulling Nipper"
2,6120,"Object, Metalworking, Metal Nipper, Pulling Nipper"
1,6121,"Object, Metalworking, Metal Nipper, Sheet Nipper"
2,6121,"Object, Metalworking, Metal Nipper, Sheet Nipper"
1,6127,"Object, Metalworking, Metal Planer"
2,6127,"Object, Metalworking, Metal Planer"
1,6135,"Object, Metalworking, Metal Press"
2,6135,"Object, Metalworking, Metal Press"
1,6136,"Object, Metalworking, Metal Press, Drill Press"
2,6136,"Object, Metalworking, Metal Press, Drill Press"
1,6137,"Object, Metalworking, Metal Press, Punch Press"
2,6137,"Object, Metalworking, Metal Press, Punch Press"
1,6138,"Object, Metalworking, Metal Press, Stamping Press"
2,6138,"Object, Metalworking, Metal Press, Stamping Press"
1,6139,"Object, Metalworking, Metal Punch"
2,6139,"Object, Metalworking, Metal Punch"
1,6142,"Object, Metalworking, Metal Punch, Backing-Out Punch"
2,6142,"Object, Metalworking, Metal Punch, Backing-Out Punch"
1,6143,"Object, Metalworking, Metal Punch, Center Punch"
2,6143,"Object, Metalworking, Metal Punch, Center Punch"
1,6140,"Object, Metalworking, Metal Punch, Counterpunch"
2,6140,"Object, Metalworking, Metal Punch, Counterpunch"
1,6144,"Object, Metalworking, Metal Punch, Dapping Punch"
2,6144,"Object, Metalworking, Metal Punch, Dapping Punch"
1,6145,"Object, Metalworking, Metal Punch, Drift Punch"
2,6145,"Object, Metalworking, Metal Punch, Drift Punch"
1,6146,"Object, Metalworking, Metal Punch, Fore Punch"
2,6146,"Object, Metalworking, Metal Punch, Fore Punch"
1,6147,"Object, Metalworking, Metal Punch, Hollow Punch"
2,6147,"Object, Metalworking, Metal Punch, Hollow Punch"
1,6148,"Object, Metalworking, Metal Punch, Oval Punch"
2,6148,"Object, Metalworking, Metal Punch, Oval Punch"
1,6149,"Object, Metalworking, Metal Punch, Prick Punch"
2,6149,"Object, Metalworking, Metal Punch, Prick Punch"
1,6141,"Object, Metalworking, Metal Punch, Pritchel"
2,6141,"Object, Metalworking, Metal Punch, Pritchel"
1,6150,"Object, Metalworking, Metal Punch, Round Punch"
2,6150,"Object, Metalworking, Metal Punch, Round Punch"
1,6151,"Object, Metalworking, Metal Punch, Square Punch"
2,6151,"Object, Metalworking, Metal Punch, Square Punch"
1,6163,"Object, Metalworking, Metal Roller"
2,6163,"Object, Metalworking, Metal Roller"
1,6169,"Object, Metalworking, Metal Scraper"
2,6169,"Object, Metalworking, Metal Scraper"
1,6170,"Object, Metalworking, Metal Scraper, Flat Scraper"
2,6170,"Object, Metalworking, Metal Scraper, Flat Scraper"
1,6171,"Object, Metalworking, Metal Scraper, Half-Round Scraper"
2,6171,"Object, Metalworking, Metal Scraper, Half-Round Scraper"
1,6172,"Object, Metalworking, Metal Scraper, Hook Scraper"
2,6172,"Object, Metalworking, Metal Scraper, Hook Scraper"
1,6173,"Object, Metalworking, Metal Scraper, Three-Cornered Scraper"
2,6173,"Object, Metalworking, Metal Scraper, Three-Cornered Scraper"
1,6179,"Object, Metalworking, Metal Scribe"
2,6179,"Object, Metalworking, Metal Scribe"
1,6180,"Object, Metalworking, Metal Seamer"
2,6180,"Object, Metalworking, Metal Seamer"
1,6181,"Object, Metalworking, Metal Separator"
2,6181,"Object, Metalworking, Metal Separator"
1,6182,"Object, Metalworking, Metal Shaper"
2,6182,"Object, Metalworking, Metal Shaper"
1,6183,"Object, Metalworking, Metal Sharpener"
2,6183,"Object, Metalworking, Metal Sharpener"
1,6188,"Object, Metalworking, Metal Sharpener, Steel"
2,6188,"Object, Metalworking, Metal Sharpener, Steel"
1,6184,"Object, Metalworking, Metal Sharpener, Stropping Block"
2,6184,"Object, Metalworking, Metal Sharpener, Stropping Block"
1,6185,"Object, Metalworking, Metal Sharpener, Tool Sharpener"
2,6185,"Object, Metalworking, Metal Sharpener, Tool Sharpener"
1,6186,"Object, Metalworking, Metal Sharpener, Tool Sharpener, Knife Sharpener"
2,6186,"Object, Metalworking, Metal Sharpener, Tool Sharpener, Knife Sharpener"
1,6187,"Object, Metalworking, Metal Sharpener, Tool Sharpener, Scissors Sharpener"
2,6187,"Object, Metalworking, Metal Sharpener, Tool Sharpener, Scissors Sharpener"
1,6189,"Object, Metalworking, Metal Sharpener, Whetstone"
2,6189,"Object, Metalworking, Metal Sharpener, Whetstone"
1,6190,"Object, Metalworking, Metal Sharpener, Whetstone, Oilstone"
2,6190,"Object, Metalworking, Metal Sharpener, Whetstone, Oilstone"
1,6191,"Object, Metalworking, Metal Sharpener, Whetstone, Scythe Sharpening Stone"
2,6191,"Object, Metalworking, Metal Sharpener, Whetstone, Scythe Sharpening Stone"
1,6197,"Object, Metalworking, Metal Stamp"
2,6197,"Object, Metalworking, Metal Stamp"
1,6198,"Object, Metalworking, Metal Stamp, Die Stamp"
2,6198,"Object, Metalworking, Metal Stamp, Die Stamp"
1,6201,"Object, Metalworking, Metal Stock"
2,6201,"Object, Metalworking, Metal Stock"
1,6203,"Object, Metalworking, Metal Stock, Billet"
2,6203,"Object, Metalworking, Metal Stock, Billet"
1,6208,"Object, Metalworking, Metal Stock, Bloom"
2,6208,"Object, Metalworking, Metal Stock, Bloom"
1,6209,"Object, Metalworking, Metal Stock, Ingot"
2,6209,"Object, Metalworking, Metal Stock, Ingot"
1,6202,"Object, Metalworking, Metal Stock, Metal Bar"
2,6202,"Object, Metalworking, Metal Stock, Metal Bar"
1,6204,"Object, Metalworking, Metal Stock, Metal Blank"
2,6204,"Object, Metalworking, Metal Stock, Metal Blank"
1,6205,"Object, Metalworking, Metal Stock, Metal Blank, Coin Blank"
2,6205,"Object, Metalworking, Metal Stock, Metal Blank, Coin Blank"
1,6206,"Object, Metalworking, Metal Stock, Metal Blank, Key Blank"
2,6206,"Object, Metalworking, Metal Stock, Metal Blank, Key Blank"
1,6207,"Object, Metalworking, Metal Stock, Metal Blank, Knife Blank"
2,6207,"Object, Metalworking, Metal Stock, Metal Blank, Knife Blank"
1,5850,"Object, Metalworking, Metalworking Awl"
2,5850,"Object, Metalworking, Metalworking Awl"
1,5861,"Object, Metalworking, Metalworking Block"
2,5861,"Object, Metalworking, Metalworking Block"
1,5862,"Object, Metalworking, Metalworking Block, Dapping Block"
2,5862,"Object, Metalworking, Metalworking Block, Dapping Block"
1,5863,"Object, Metalworking, Metalworking Block, Filing Block"
2,5863,"Object, Metalworking, Metalworking Block, Filing Block"
1,5864,"Object, Metalworking, Metalworking Block, Holding Block"
2,5864,"Object, Metalworking, Metalworking Block, Holding Block"
1,5865,"Object, Metalworking, Metalworking Block, Striking Block"
2,5865,"Object, Metalworking, Metalworking Block, Striking Block"
1,5866,"Object, Metalworking, Metalworking Blower"
2,5866,"Object, Metalworking, Metalworking Blower"
1,5867,"Object, Metalworking, Metalworking Blower, Blacksmith's Bellows"
2,5867,"Object, Metalworking, Metalworking Blower, Blacksmith's Bellows"
1,5869,"Object, Metalworking, Metalworking Blower, Blacksmith's Blower"
2,5869,"Object, Metalworking, Metalworking Blower, Blacksmith's Blower"
1,5870,"Object, Metalworking, Metalworking Blower, Blowing Engine"
2,5870,"Object, Metalworking, Metalworking Blower, Blowing Engine"
1,5868,"Object, Metalworking, Metalworking Blower, Foundry Bellows"
2,5868,"Object, Metalworking, Metalworking Blower, Foundry Bellows"
1,5886,"Object, Metalworking, Metalworking Broach"
2,5886,"Object, Metalworking, Metalworking Broach"
1,5891,"Object, Metalworking, Metalworking Chisel"
2,5891,"Object, Metalworking, Metalworking Chisel"
1,5892,"Object, Metalworking, Metalworking Chisel, Cold Chisel"
2,5892,"Object, Metalworking, Metalworking Chisel, Cold Chisel"
1,5893,"Object, Metalworking, Metalworking Chisel, Cold Chisel, Cape Chisel"
2,5893,"Object, Metalworking, Metalworking Chisel, Cold Chisel, Cape Chisel"
1,5895,"Object, Metalworking, Metalworking Chisel, Cold Chisel, Diamond-Point Chisel"
2,5895,"Object, Metalworking, Metalworking Chisel, Cold Chisel, Diamond-Point Chisel"
1,5894,"Object, Metalworking, Metalworking Chisel, Cold Chisel, Flat Chisel"
2,5894,"Object, Metalworking, Metalworking Chisel, Cold Chisel, Flat Chisel"
1,5896,"Object, Metalworking, Metalworking Chisel, Cold Chisel, Half Round Nose Chisel"
2,5896,"Object, Metalworking, Metalworking Chisel, Cold Chisel, Half Round Nose Chisel"
1,5897,"Object, Metalworking, Metalworking Chisel, Hot Chisel"
2,5897,"Object, Metalworking, Metalworking Chisel, Hot Chisel"
1,5943,"Object, Metalworking, Metalworking Dolly"
2,5943,"Object, Metalworking, Metalworking Dolly"
1,5946,"Object, Metalworking, Metalworking Drill"
2,5946,"Object, Metalworking, Metalworking Drill"
1,5947,"Object, Metalworking, Metalworking Drill, Centerdrill"
2,5947,"Object, Metalworking, Metalworking Drill, Centerdrill"
1,5948,"Object, Metalworking, Metalworking Drill, Counterbore"
2,5948,"Object, Metalworking, Metalworking Drill, Counterbore"
1,5949,"Object, Metalworking, Metalworking Drill, Countersink"
2,5949,"Object, Metalworking, Metalworking Drill, Countersink"
1,5950,"Object, Metalworking, Metalworking Drill, Post Drill"
2,5950,"Object, Metalworking, Metalworking Drill, Post Drill"
1,5961,"Object, Metalworking, Metalworking File"
2,5961,"Object, Metalworking, Metalworking File"
1,5962,"Object, Metalworking, Metalworking File, Flat File"
2,5962,"Object, Metalworking, Metalworking File, Flat File"
1,5963,"Object, Metalworking, Metalworking File, Half Round File"
2,5963,"Object, Metalworking, Metalworking File, Half Round File"
1,5964,"Object, Metalworking, Metalworking File, Joint File"
2,5964,"Object, Metalworking, Metalworking File, Joint File"
1,5965,"Object, Metalworking, Metalworking File, Machine File"
2,5965,"Object, Metalworking, Metalworking File, Machine File"
1,5966,"Object, Metalworking, Metalworking File, Mill File"
2,5966,"Object, Metalworking, Metalworking File, Mill File"
1,5967,"Object, Metalworking, Metalworking File, Needle File"
2,5967,"Object, Metalworking, Metalworking File, Needle File"
1,5968,"Object, Metalworking, Metalworking File, Round File"
2,5968,"Object, Metalworking, Metalworking File, Round File"
1,5969,"Object, Metalworking, Metalworking File, Saw File"
2,5969,"Object, Metalworking, Metalworking File, Saw File"
1,5970,"Object, Metalworking, Metalworking File, Square File"
2,5970,"Object, Metalworking, Metalworking File, Square File"
1,5971,"Object, Metalworking, Metalworking File, Triangular File"
2,5971,"Object, Metalworking, Metalworking File, Triangular File"
1,5990,"Object, Metalworking, Metalworking Gauge"
2,5990,"Object, Metalworking, Metalworking Gauge"
1,5991,"Object, Metalworking, Metalworking Gauge, Center Gauge"
2,5991,"Object, Metalworking, Metalworking Gauge, Center Gauge"
1,5992,"Object, Metalworking, Metalworking Gauge, Drill Gauge"
2,5992,"Object, Metalworking, Metalworking Gauge, Drill Gauge"
1,5993,"Object, Metalworking, Metalworking Gauge, Screw Pitch Gauge"
2,5993,"Object, Metalworking, Metalworking Gauge, Screw Pitch Gauge"
1,5994,"Object, Metalworking, Metalworking Gauge, Thread Gauge"
2,5994,"Object, Metalworking, Metalworking Gauge, Thread Gauge"
1,5995,"Object, Metalworking, Metalworking Gauge, Wire Gauge"
2,5995,"Object, Metalworking, Metalworking Gauge, Wire Gauge"
1,6008,"Object, Metalworking, Metalworking Hammer"
2,6008,"Object, Metalworking, Metalworking Hammer"
1,6010,"Object, Metalworking, Metalworking Hammer, Ball-Peen Hammer"
2,6010,"Object, Metalworking, Metalworking Hammer, Ball-Peen Hammer"
1,6011,"Object, Metalworking, Metalworking Hammer, Blast Hammer"
2,6011,"Object, Metalworking, Metalworking Hammer, Blast Hammer"
1,6012,"Object, Metalworking, Metalworking Hammer, Chipping Hammer"
2,6012,"Object, Metalworking, Metalworking Hammer, Chipping Hammer"
1,6013,"Object, Metalworking, Metalworking Hammer, Cross-Peen Hammer"
2,6013,"Object, Metalworking, Metalworking Hammer, Cross-Peen Hammer"
1,6014,"Object, Metalworking, Metalworking Hammer, Drop Hammer"
2,6014,"Object, Metalworking, Metalworking Hammer, Drop Hammer"
1,6015,"Object, Metalworking, Metalworking Hammer, Drop Hammer, Board Hammer"
2,6015,"Object, Metalworking, Metalworking Hammer, Drop Hammer, Board Hammer"
1,6016,"Object, Metalworking, Metalworking Hammer, File-Cutting Hammer"
2,6016,"Object, Metalworking, Metalworking Hammer, File-Cutting Hammer"
1,6009,"Object, Metalworking, Metalworking Hammer, Flatter"
2,6009,"Object, Metalworking, Metalworking Hammer, Flatter"
1,6017,"Object, Metalworking, Metalworking Hammer, Foot-Powered Hammer"
2,6017,"Object, Metalworking, Metalworking Hammer, Foot-Powered Hammer"
1,6018,"Object, Metalworking, Metalworking Hammer, Forging Hammer"
2,6018,"Object, Metalworking, Metalworking Hammer, Forging Hammer"
1,6019,"Object, Metalworking, Metalworking Hammer, Helve Hammer"
2,6019,"Object, Metalworking, Metalworking Hammer, Helve Hammer"
1,6020,"Object, Metalworking, Metalworking Hammer, Helve Hammer, Tilt Hammer"
2,6020,"Object, Metalworking, Metalworking Hammer, Helve Hammer, Tilt Hammer"
1,6021,"Object, Metalworking, Metalworking Hammer, Ironing Hammer"
2,6021,"Object, Metalworking, Metalworking Hammer, Ironing Hammer"
1,6022,"Object, Metalworking, Metalworking Hammer, Jeweler's Hammer"
2,6022,"Object, Metalworking, Metalworking Hammer, Jeweler's Hammer"
1,6023,"Object, Metalworking, Metalworking Hammer, Pewterer's Hammer"
2,6023,"Object, Metalworking, Metalworking Hammer, Pewterer's Hammer"
1,6024,"Object, Metalworking, Metalworking Hammer, Planishing Hammer"
2,6024,"Object, Metalworking, Metalworking Hammer, Planishing Hammer"
1,6025,"Object, Metalworking, Metalworking Hammer, Plow Hammer"
2,6025,"Object, Metalworking, Metalworking Hammer, Plow Hammer"
1,6026,"Object, Metalworking, Metalworking Hammer, Raising Hammer"
2,6026,"Object, Metalworking, Metalworking Hammer, Raising Hammer"
1,6027,"Object, Metalworking, Metalworking Hammer, Riveting Hammer"
2,6027,"Object, Metalworking, Metalworking Hammer, Riveting Hammer"
1,6028,"Object, Metalworking, Metalworking Hammer, Set Hammer"
2,6028,"Object, Metalworking, Metalworking Hammer, Set Hammer"
1,6029,"Object, Metalworking, Metalworking Hammer, Setting Hammer"
2,6029,"Object, Metalworking, Metalworking Hammer, Setting Hammer"
1,6030,"Object, Metalworking, Metalworking Hammer, Sharpening Hammer"
2,6030,"Object, Metalworking, Metalworking Hammer, Sharpening Hammer"
1,6037,"Object, Metalworking, Metalworking Hammer, Sledgehammer"
2,6037,"Object, Metalworking, Metalworking Hammer, Sledgehammer"
1,6038,"Object, Metalworking, Metalworking Hammer, Sledgehammer, Cross-Peen Sledge"
2,6038,"Object, Metalworking, Metalworking Hammer, Sledgehammer, Cross-Peen Sledge"
1,6039,"Object, Metalworking, Metalworking Hammer, Sledgehammer, Double-Face Sledge"
2,6039,"Object, Metalworking, Metalworking Hammer, Sledgehammer, Double-Face Sledge"
1,6040,"Object, Metalworking, Metalworking Hammer, Sledgehammer, Shoe-Turning Sledge"
2,6040,"Object, Metalworking, Metalworking Hammer, Sledgehammer, Shoe-Turning Sledge"
1,6041,"Object, Metalworking, Metalworking Hammer, Sledgehammer, Straight-Peen Sledge"
2,6041,"Object, Metalworking, Metalworking Hammer, Sledgehammer, Straight-Peen Sledge"
1,6036,"Object, Metalworking, Metalworking Hammer, Spike Maul"
2,6036,"Object, Metalworking, Metalworking Hammer, Spike Maul"
1,6031,"Object, Metalworking, Metalworking Hammer, Steam Hammer"
2,6031,"Object, Metalworking, Metalworking Hammer, Steam Hammer"
1,6032,"Object, Metalworking, Metalworking Hammer, Straight-Peen Hammer"
2,6032,"Object, Metalworking, Metalworking Hammer, Straight-Peen Hammer"
1,6033,"Object, Metalworking, Metalworking Hammer, Swage Hammer"
2,6033,"Object, Metalworking, Metalworking Hammer, Swage Hammer"
1,6034,"Object, Metalworking, Metalworking Hammer, Turning Hammer"
2,6034,"Object, Metalworking, Metalworking Hammer, Turning Hammer"
1,6035,"Object, Metalworking, Metalworking Hammer, Welding Hammer"
2,6035,"Object, Metalworking, Metalworking Hammer, Welding Hammer"
1,6054,"Object, Metalworking, Metalworking Iron"
2,6054,"Object, Metalworking, Metalworking Iron"
1,6055,"Object, Metalworking, Metalworking Iron, Snarling Iron"
2,6055,"Object, Metalworking, Metalworking Iron, Snarling Iron"
1,6056,"Object, Metalworking, Metalworking Iron, Soldering Iron"
2,6056,"Object, Metalworking, Metalworking Iron, Soldering Iron"
1,6057,"Object, Metalworking, Metalworking Jig"
2,6057,"Object, Metalworking, Metalworking Jig"
1,6058,"Object, Metalworking, Metalworking Jig, Helping Hand"
2,6058,"Object, Metalworking, Metalworking Jig, Helping Hand"
1,6064,"Object, Metalworking, Metalworking Lathe"
2,6064,"Object, Metalworking, Metalworking Lathe"
1,6065,"Object, Metalworking, Metalworking Lathe, Engine Lathe"
2,6065,"Object, Metalworking, Metalworking Lathe, Engine Lathe"
1,6066,"Object, Metalworking, Metalworking Lathe, Foot Lathe"
2,6066,"Object, Metalworking, Metalworking Lathe, Foot Lathe"
1,6067,"Object, Metalworking, Metalworking Lathe, Hand Lathe"
2,6067,"Object, Metalworking, Metalworking Lathe, Hand Lathe"
1,6068,"Object, Metalworking, Metalworking Lathe, Turret Lathe"
2,6068,"Object, Metalworking, Metalworking Lathe, Turret Lathe"
1,6069,"Object, Metalworking, Metalworking Lathe, Turret Lathe, Screw Cutting Machine"
2,6069,"Object, Metalworking, Metalworking Lathe, Turret Lathe, Screw Cutting Machine"
1,6073,"Object, Metalworking, Metalworking Machine"
2,6073,"Object, Metalworking, Metalworking Machine"
1,6074,"Object, Metalworking, Metalworking Machine, Beading Machine"
2,6074,"Object, Metalworking, Metalworking Machine, Beading Machine"
1,6075,"Object, Metalworking, Metalworking Machine, Bolt Heading Machine"
2,6075,"Object, Metalworking, Metalworking Machine, Bolt Heading Machine"
1,6076,"Object, Metalworking, Metalworking Machine, Bradding Machine"
2,6076,"Object, Metalworking, Metalworking Machine, Bradding Machine"
1,6077,"Object, Metalworking, Metalworking Machine, Broaching Machine"
2,6077,"Object, Metalworking, Metalworking Machine, Broaching Machine"
1,6078,"Object, Metalworking, Metalworking Machine, Burring Machine"
2,6078,"Object, Metalworking, Metalworking Machine, Burring Machine"
1,6079,"Object, Metalworking, Metalworking Machine, Charging Machine"
2,6079,"Object, Metalworking, Metalworking Machine, Charging Machine"
1,6080,"Object, Metalworking, Metalworking Machine, Cone Machine"
2,6080,"Object, Metalworking, Metalworking Machine, Cone Machine"
1,6081,"Object, Metalworking, Metalworking Machine, Die Cutting Machine"
2,6081,"Object, Metalworking, Metalworking Machine, Die Cutting Machine"
1,6082,"Object, Metalworking, Metalworking Machine, Double Seaming Machine"
2,6082,"Object, Metalworking, Metalworking Machine, Double Seaming Machine"
1,6083,"Object, Metalworking, Metalworking Machine, Gear Cutting Machine"
2,6083,"Object, Metalworking, Metalworking Machine, Gear Cutting Machine"
1,6084,"Object, Metalworking, Metalworking Machine, Grooving Machine"
2,6084,"Object, Metalworking, Metalworking Machine, Grooving Machine"
1,6085,"Object, Metalworking, Metalworking Machine, Key Cutting Machine"
2,6085,"Object, Metalworking, Metalworking Machine, Key Cutting Machine"
1,6086,"Object, Metalworking, Metalworking Machine, Metal Boring Machine"
2,6086,"Object, Metalworking, Metalworking Machine, Metal Boring Machine"
1,6087,"Object, Metalworking, Metalworking Machine, Metal Buffing Machine"
2,6087,"Object, Metalworking, Metalworking Machine, Metal Buffing Machine"
1,6088,"Object, Metalworking, Metalworking Machine, Metal Creasing Machine"
2,6088,"Object, Metalworking, Metalworking Machine, Metal Creasing Machine"
1,6089,"Object, Metalworking, Metalworking Machine, Metal Crimping Machine"
2,6089,"Object, Metalworking, Metalworking Machine, Metal Crimping Machine"
1,6090,"Object, Metalworking, Metalworking Machine, Metal Folding Machine"
2,6090,"Object, Metalworking, Metalworking Machine, Metal Folding Machine"
1,6091,"Object, Metalworking, Metalworking Machine, Metal Forming Machine"
2,6091,"Object, Metalworking, Metalworking Machine, Metal Forming Machine"
1,6092,"Object, Metalworking, Metalworking Machine, Metal Shearing Machine"
2,6092,"Object, Metalworking, Metalworking Machine, Metal Shearing Machine"
1,6093,"Object, Metalworking, Metalworking Machine, Milling Machine"
2,6093,"Object, Metalworking, Metalworking Machine, Milling Machine"
1,6094,"Object, Metalworking, Metalworking Machine, Nail Cutting Machine"
2,6094,"Object, Metalworking, Metalworking Machine, Nail Cutting Machine"
1,6095,"Object, Metalworking, Metalworking Machine, Pipe Threading Machine"
2,6095,"Object, Metalworking, Metalworking Machine, Pipe Threading Machine"
1,6096,"Object, Metalworking, Metalworking Machine, Polishing Machine"
2,6096,"Object, Metalworking, Metalworking Machine, Polishing Machine"
1,6108,"Object, Metalworking, Metalworking Machine, Rail Mill"
2,6108,"Object, Metalworking, Metalworking Machine, Rail Mill"
1,6097,"Object, Metalworking, Metalworking Machine, Rifling Machine"
2,6097,"Object, Metalworking, Metalworking Machine, Rifling Machine"
1,6098,"Object, Metalworking, Metalworking Machine, Rivet Making Machine"
2,6098,"Object, Metalworking, Metalworking Machine, Rivet Making Machine"
1,6109,"Object, Metalworking, Metalworking Machine, Rolling Mill"
2,6109,"Object, Metalworking, Metalworking Machine, Rolling Mill"
1,6110,"Object, Metalworking, Metalworking Machine, Rolling Mill, Tube Mill"
2,6110,"Object, Metalworking, Metalworking Machine, Rolling Mill, Tube Mill"
1,6111,"Object, Metalworking, Metalworking Machine, Sampling Mill"
2,6111,"Object, Metalworking, Metalworking Machine, Sampling Mill"
1,6099,"Object, Metalworking, Metalworking Machine, Saw Sharpening Machine"
2,6099,"Object, Metalworking, Metalworking Machine, Saw Sharpening Machine"
1,6100,"Object, Metalworking, Metalworking Machine, Setting Down Machine"
2,6100,"Object, Metalworking, Metalworking Machine, Setting Down Machine"
1,6101,"Object, Metalworking, Metalworking Machine, Sintering Machine"
2,6101,"Object, Metalworking, Metalworking Machine, Sintering Machine"
1,6112,"Object, Metalworking, Metalworking Machine, Slitting Mill"
2,6112,"Object, Metalworking, Metalworking Machine, Slitting Mill"
1,6102,"Object, Metalworking, Metalworking Machine, Soldering Machine"
2,6102,"Object, Metalworking, Metalworking Machine, Soldering Machine"
1,6113,"Object, Metalworking, Metalworking Machine, Stamping Mill"
2,6113,"Object, Metalworking, Metalworking Machine, Stamping Mill"
1,6103,"Object, Metalworking, Metalworking Machine, Straightening Machine"
2,6103,"Object, Metalworking, Metalworking Machine, Straightening Machine"
1,6104,"Object, Metalworking, Metalworking Machine, Tapping Machine"
2,6104,"Object, Metalworking, Metalworking Machine, Tapping Machine"
1,6105,"Object, Metalworking, Metalworking Machine, Tire Bending Machine"
2,6105,"Object, Metalworking, Metalworking Machine, Tire Bending Machine"
1,6106,"Object, Metalworking, Metalworking Machine, Turning Machine"
2,6106,"Object, Metalworking, Metalworking Machine, Turning Machine"
1,6114,"Object, Metalworking, Metalworking Machine, Wire Mill"
2,6114,"Object, Metalworking, Metalworking Machine, Wire Mill"
1,6107,"Object, Metalworking, Metalworking Machine, Wiring Machine"
2,6107,"Object, Metalworking, Metalworking Machine, Wiring Machine"
1,6129,"Object, Metalworking, Metalworking Pliers"
2,6129,"Object, Metalworking, Metalworking Pliers"
1,6130,"Object, Metalworking, Metalworking Pliers, Gas Pliers"
2,6130,"Object, Metalworking, Metalworking Pliers, Gas Pliers"
1,6131,"Object, Metalworking, Metalworking Pliers, Setting Pliers"
2,6131,"Object, Metalworking, Metalworking Pliers, Setting Pliers"
1,6132,"Object, Metalworking, Metalworking Pliers, Wire Puller"
2,6132,"Object, Metalworking, Metalworking Pliers, Wire Puller"
1,6156,"Object, Metalworking, Metalworking Reamer"
2,6156,"Object, Metalworking, Metalworking Reamer"
1,6164,"Object, Metalworking, Metalworking Saw"
2,6164,"Object, Metalworking, Metalworking Saw"
1,6165,"Object, Metalworking, Metalworking Saw, Hacksaw"
2,6165,"Object, Metalworking, Metalworking Saw, Hacksaw"
1,6166,"Object, Metalworking, Metalworking Saw, Piercing Saw"
2,6166,"Object, Metalworking, Metalworking Saw, Piercing Saw"
1,6174,"Object, Metalworking, Metalworking Screw"
2,6174,"Object, Metalworking, Metalworking Screw"
1,6175,"Object, Metalworking, Metalworking Screw, Eye Bolt"
2,6175,"Object, Metalworking, Metalworking Screw, Eye Bolt"
1,6176,"Object, Metalworking, Metalworking Screw, Machine Screw"
2,6176,"Object, Metalworking, Metalworking Screw, Machine Screw"
1,6177,"Object, Metalworking, Metalworking Screw, Riggers Screw"
2,6177,"Object, Metalworking, Metalworking Screw, Riggers Screw"
1,6178,"Object, Metalworking, Metalworking Screw, Sheet Metal Screw"
2,6178,"Object, Metalworking, Metalworking Screw, Sheet Metal Screw"
1,6224,"Object, Metalworking, Metalworking Table"
2,6224,"Object, Metalworking, Metalworking Table"
1,6225,"Object, Metalworking, Metalworking Table, Amalgamating Table"
2,6225,"Object, Metalworking, Metalworking Table, Amalgamating Table"
1,6226,"Object, Metalworking, Metalworking Table, Welding Table"
2,6226,"Object, Metalworking, Metalworking Table, Welding Table"
1,6227,"Object, Metalworking, Metalworking Template"
2,6227,"Object, Metalworking, Metalworking Template"
1,6231,"Object, Metalworking, Metalworking Template, Metal Stencil"
2,6231,"Object, Metalworking, Metalworking Template, Metal Stencil"
1,6228,"Object, Metalworking, Metalworking Template, Metalworking Pattern"
2,6228,"Object, Metalworking, Metalworking Template, Metalworking Pattern"
1,6229,"Object, Metalworking, Metalworking Template, Metalworking Pattern, Casting Pattern"
2,6229,"Object, Metalworking, Metalworking Template, Metalworking Pattern, Casting Pattern"
